Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
MACROMOLECULE MODIFICATION%GOBP%GO:0043412,-0.6159311962592902,-1.369704258093711,0.10833333333333334,0.1900694023591924,618,22,75763;98403;106248;19054;57775;50709;237300;114671;13035;328780;381944;240755;100502936;18011;109359;27366;13532;71007;66381;56550;50708;66268,66381;56550;50708;66268
ORGANONITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:1901564,-0.5649613523195897,-1.3524971324302955,0.045871559633027525,0.19635265179303502,1107,46,75894;75763;328099;98403;19054;67008;57775;320997;50709;237300;22239;16619;436523;214766;114671;67373;237636;217698;13035;100042295;16622;328780;171281;114228;13648;16613;381944;100040208;546049;240755;100502936;83996;18011;109359;27366;13532;71007;14381;76976;171210;66381;56550;50708;66167;66268;107197,171210;66381;56550;50708;66167;66268;107197
NEGATIVE REGULATION OF BIOLOGICAL PROCESS%GOBP%GO:0048519,0.5276227450355968,1.3755980006744106,0.08045977011494253,0.2077672190371476,1316,78,215257;237877;56707;217732;20557;60599;76131;26888;231866;241950;242109;240186;56744;98403;15248;20706;20926;66869;72836;436440;628900;72611;431706;319601;170942;22061;75311;238393;100463512;19054;271047;19695;12484;238395;26367;243958;93806;50709;246735;22062;210108;238568;246729;383548;22654;20248;243864;71406;54388;27274;78242;100505386;77424;20726;78478;21432;20704;72807;107970;97848;20709;546049;52668;20555;665433;18011;20707;109359;243529;71007;94187;14381;399591;50780;20556;353310;66381;50708,215257;237877;56707;217732;20557;60599;76131;26888;231866;241950;242109;240186;56744;98403;15248;20706;20926;66869;72836;436440
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697,0.6596692561629247,1.3761872119925538,0.12941176470588237,0.21062043356099286,100,15,237877;14128;20926;15024;12484;243958;14990;266815;20248;12480;243864;630294;14985;224754;15039,237877
POSITIVE REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0051173,0.5507968287227479,1.3348879957577284,0.10638297872340426,0.2456591986122223,733,34,237877;60599;382551;114741;242109;242466;56744;20926;319146;22061;12484;50709;18991;22062;545652;11924;245595;54388;18829;21432;76572;100041294;435791;107970;74673;545649;105590;668208;18011;69165;545645;243529;94187;50708,237877;60599;382551;114741;242109;242466;56744
POSITIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0045935,0.5854317882448602,1.316453900447564,0.11764705882352941,0.26337642736899713,453,21,237877;60599;114741;242109;242466;56744;20926;22061;50709;18991;22062;11924;245595;54388;76572;100041294;107970;105590;243529;94187;50708,237877;60599;114741;242109;242466;56744
POSITIVE REGULATION OF BIOSYNTHETIC PROCESS%GOBP%GO:0009891,0.5913751696063655,1.30941453627637,0.2087912087912088,0.2647072102577995,470,23,237877;60599;114741;242109;14128;242466;56744;20926;22061;50709;18991;22062;22654;11924;245595;54388;100041294;107970;105590;69165;243529;94187;50708,237877;60599;114741;242109;14128;242466;56744
REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776,0.5679716586917688,1.310554941853111,0.12941176470588237,0.26691559352048905,196,31,237877;320640;382551;14128;15950;20926;436440;15024;230622;19695;12484;244202;243958;14990;320148;266815;195564;239081;20248;12480;243864;13035;230623;329918;74556;630294;14985;224754;230613;219131;15039,237877;320640;382551;14128;15950;20926;436440
REGULATION OF CELL PROLIFERATION%GOBP%GO:0042127,0.5848441904247524,1.299367591525062,0.14606741573033707,0.26798520236147216,426,21,237877;20557;60599;56744;170942;22061;73244;19054;19695;12484;26367;243958;246735;22062;229588;219033;21432;20555;18011;20556;353310,237877;20557;60599
POSITIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOBP%GO:0031325,0.5480159773874678,1.3028773073515567,0.12359550561797752,0.2685860281447329,776,35,237877;60599;382551;114741;242109;242466;56744;20926;319146;22061;12484;50709;18991;22062;22654;545652;11924;245595;54388;18829;21432;76572;100041294;435791;107970;74673;545649;105590;668208;18011;69165;545645;243529;94187;50708,237877;60599;382551;114741;242109;242466;56744
POSITIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0010557,0.5946013647108769,1.2830414718168002,0.14285714285714285,0.28048381824125534,437,22,237877;60599;114741;242109;14128;242466;56744;20926;22061;50709;18991;22062;11924;245595;54388;100041294;107970;105590;69165;243529;94187;50708,237877;60599;114741;242109;14128;242466;56744
POSITIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0031328,0.5778118335959114,1.2833188792761814,0.14634146341463414,0.28400224453861184,458,22,237877;60599;114741;242109;242466;56744;20926;22061;50709;18991;22062;22654;11924;245595;54388;100041294;107970;105590;69165;243529;94187;50708,237877;60599;114741;242109;242466;56744
ANIMAL ORGAN DEVELOPMENT%GOBP%GO:0048513,-0.5182353244868725,-1.2831175690580803,0.1282051282051282,0.3003379264329508,727,41,229227;399568;12095;319146;67102;22061;15497;73244;12484;67255;243958;100041379;244234;18991;22062;546980;218921;545652;11924;214766;15122;268482;18829;20755;20756;435791;15495;230909;20709;545649;20763;668208;18011;68723;20765;244810;654801;545645;14381;353310;70691,70691
POSITIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051094,0.5911123245159505,1.240849151699125,0.19607843137254902,0.33257593976233324,371,15,237877;56744;67102;22061;73244;12484;22062;69677;241514;11924;68662;18011;574437;27083;353310,237877
NEGATIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010629,0.5396760931204,1.2243556368878497,0.21176470588235294,0.3493837193552756,399,23,56707;217732;60599;76131;231866;242109;240186;98403;15248;66869;431706;22061;50709;22654;27274;21432;72807;52668;20555;665433;94187;353310;50708,56707;217732;60599;76131;231866;242109;240186;98403;15248;66869
IMMUNE SYSTEM PROCESS%GOBP%GO:0002376,0.4549491357912686,1.2052435698161659,0.1643835616438356,0.3723857089217471,552,62,215257;237877;26888;399568;320640;382551;56744;15950;20706;73174;319146;217304;15024;230622;19695;245195;330490;12484;244202;243958;14990;14468;100041379;266815;244234;233001;195564;546980;239081;246729;69677;218921;545652;12480;54448;243864;246084;214766;15122;667281;13035;18829;230623;329918;219033;74556;630294;14985;435791;224754;20709;545649;58210;668208;68723;230613;654801;545645;667373;14381;15039;70691,215257;237877;26888;399568;320640;382551
NEGATIVE REGULATION OF BIOSYNTHETIC PROCESS%GOBP%GO:0009890,0.5199711917922123,1.2004374161912794,0.19736842105263158,0.37551300284437217,380,24,56707;217732;76131;231866;242109;240186;56744;98403;15248;66869;72836;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;56744;98403;15248;66869;72836
NEGATIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0045934,0.4966031986686763,1.1863190656828282,0.25263157894736843,0.3925004317798575,359,26,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836;431706;319601;22061;50709;22654;54388;27274;72807;107970;52668;20555;665433;243529;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836
NEGATIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0031327,0.5071371572335794,1.14916978092896,0.2191780821917808,0.42210670365751696,372,23,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836
NEGATIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOBP%GO:0010605,0.47147933612389487,1.1591771004974134,0.18681318681318682,0.4222600458306037,613,48,56707;217732;60599;76131;231866;242109;240186;56744;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061;238393;271047;238395;93806;50709;22062;238568;383548;22654;20248;54388;27274;78242;20726;21432;20704;72807;107970;97848;20709;546049;52668;20555;665433;20707;243529;94187;14381;353310;50708,56707;217732;60599;76131;231866;242109;240186;56744;98403;15248;20706;20926;66869;72836
NEGATIVE REGULATION OF METABOLIC PROCESS%GOBP%GO:0009892,0.47147933612389487,1.1516157701505447,0.2826086956521739,0.42354011617782256,678,48,56707;217732;60599;76131;231866;242109;240186;56744;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061;238393;271047;238395;93806;50709;22062;238568;383548;22654;20248;54388;27274;78242;20726;21432;20704;72807;107970;97848;20709;546049;52668;20555;665433;20707;243529;94187;14381;353310;50708,56707;217732;60599;76131;231866;242109;240186;56744;98403;15248;20706;20926;66869;72836
CELLULAR RESPONSE TO STRESS%GOBP%GO:0033554,0.5604538270113976,1.1606035151057017,0.2839506172839506,0.4257473383404169,364,16,237877;60599;114741;15248;244556;72836;22061;75801;22062;237636;74264;109359;71007;14381;270210;246196,237877;60599;114741;15248;244556;72836
REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0065009,0.48651563252809493,1.1517791301943006,0.23809523809523808,0.42822996732215846,631,29,14128;242466;20706;72836;628900;22061;238393;75801;271047;12484;238395;93806;22062;238568;246729;383548;11924;20248;78242;18829;20726;21432;20704;74673;97848;20709;18011;20707;21957,14128;242466;20706;72836;628900;22061;238393;75801;271047;12484;238395;93806;22062;238568;246729;383548
NEGATIVE REGULATION OF CELLULAR MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:2000113,0.5213563349742613,1.1621544813682112,0.2235294117647059,0.429015994461332,344,22,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836;431706;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869;72836
NEGATIVE REGULATION OF RNA METABOLIC PROCESS%GOBP%GO:0051253,0.5000583900815905,1.1353229887324912,0.25,0.4350056711342203,326,22,56707;217732;76131;231866;242109;240186;98403;15248;66869;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869
NEGATIVE REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0044092,0.5215491124547528,1.1315725186614292,0.2564102564102564,0.4356139909573473,246,18,242466;20706;72836;628900;238393;271047;238395;93806;22062;238568;383548;20248;78242;20726;20704;97848;20709;20707,242466;20706;72836;628900;238393;271047;238395;93806;22062;238568;383548
"NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED%GOBP%GO:0045892",0.5145293659983122,1.1289568962514651,0.27472527472527475,0.43602650324656483,303,21,56707;217732;76131;231866;242109;240186;98403;15248;66869;431706;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869
NEGATIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0010558,0.5199711917922123,1.1367566416247088,0.29411764705882354,0.43796801532478086,352,24,56707;217732;76131;231866;242109;240186;56744;98403;15248;66869;72836;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;56744;98403;15248;66869;72836
REGULATION OF RESPONSE TO STRESS%GOBP%GO:0080134,0.5054844591369158,1.1163527223197776,0.3291139240506329,0.4532123486640031,345,22,237877;382551;15950;15248;436440;22061;19695;271375;12484;244202;243958;320148;22062;210108;239081;75697;20248;239849;243864;71406;65020;246196,237877;382551;15950;15248;436440
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026,0.5006168538938844,1.0967033558529475,0.3409090909090909,0.4776563015256853,529,21,237877;56744;12095;20926;67102;22061;73244;19695;12484;22062;210108;69677;241514;11924;71406;18011;278672;14381;574437;27083;353310,237877
NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOBP%GO:0031324,0.4411593679375893,1.0926898961878104,0.34523809523809523,0.4787448100136566,610,45,56707;217732;76131;231866;242109;240186;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061;238393;271047;238395;93806;50709;22062;238568;383548;22654;20248;54388;27274;78242;20726;20704;72807;107970;97848;20709;546049;52668;20555;665433;20707;243529;94187;14381;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061
NEGATIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOBP%GO:1902679,0.5000583900815905,1.0968181685258203,0.3258426966292135,0.48261387631693436,306,22,56707;217732;76131;231866;242109;240186;98403;15248;66869;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869
NEGATIVE REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0051172,0.4411593679375893,1.085166370877743,0.3493975903614458,0.4877656924208123,569,45,56707;217732;76131;231866;242109;240186;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061;238393;271047;238395;93806;50709;22062;238568;383548;22654;20248;54388;27274;78242;20726;20704;72807;107970;97848;20709;546049;52668;20555;665433;20707;243529;94187;14381;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;20706;20926;66869;72836;628900;431706;319601;22061
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION%GOBP%GO:1903507,0.5000583900815905,1.0806382155312702,0.3522727272727273,0.491038103097571,306,22,56707;217732;76131;231866;242109;240186;98403;15248;66869;431706;319601;22061;50709;22654;27274;72807;52668;20555;665433;94187;353310;50708,56707;217732;76131;231866;242109;240186;98403;15248;66869
REGULATION OF TRANSPORT%GOBP%GO:0051049,0.5089458995282905,1.0731602706998924,0.35443037974683544,0.499325927619553,449,15,668101;69810;20926;72836;320832;75311;73244;244202;243958;22654;52668;170779;69165;170639;14381,668101;69810;20926;72836;320832;75311;73244;244202;243958
REGULATION OF PROTEOLYSIS%GOBP%GO:0030162,0.4883718145011412,1.0675641563003129,0.3076923076923077,0.5043439561927981,184,16,20706;628900;22061;238393;271047;238395;93806;238568;383548;20248;78242;20726;20704;97848;20709;20707,20706;628900;22061;238393;271047;238395;93806;238568;383548
REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0050790,0.47457365737197976,1.0639422826662555,0.3854166666666667,0.5048621350206072,463,26,14128;20706;72836;628900;22061;238393;271047;12484;238395;93806;22062;238568;246729;383548;20248;78242;18829;20726;21432;20704;74673;97848;20709;18011;20707;21957,14128;20706;72836;628900;22061;238393;271047;12484;238395;93806;22062;238568;246729;383548
NEGATIVE REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048585,0.5121904444636398,1.05689941201631,0.38,0.5126847275776513,409,17,237877;56744;98403;15248;436440;319601;22061;12484;243958;22062;210108;20248;243864;71406;18011;50780;66381,237877
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547,0.4883718145011412,1.034509337616589,0.4583333333333333,0.5485933503836317,107,16,20706;628900;22061;238393;271047;238395;93806;238568;383548;20248;78242;20726;20704;97848;20709;20707,20706;628900;22061;238393;271047;238395;93806;238568;383548
NEGATIVE REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0043086,0.500781645882552,1.026823530649166,0.4235294117647059,0.5576930771914261,168,17,20706;72836;628900;238393;271047;238395;93806;22062;238568;383548;20248;78242;20726;20704;97848;20709;20707,20706;72836;628900;238393;271047;238395;93806;22062;238568;383548
REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0052548,0.4937959557562898,1.0139922418044913,0.46153846153846156,0.5722893464578029,89,15,20706;628900;22061;238393;271047;238395;93806;238568;383548;20248;20726;20704;97848;20709;20707,20706;628900;22061;238393;271047;238395;93806;238568;383548
CELLULAR COMPONENT ASSEMBLY%GOBP%GO:0022607,-0.5255893201122673,-1.1480133927502025,0.2711864406779661,0.5739965572960869,493,19,60599;241950;56744;22061;50709;22062;93711;22239;54388;69325;195208;107970;18011;109359;21957;243529;353310;50708;107197,50708;107197
GENE EXPRESSION%GOBP%GO:0010467,-0.5361714357231635,-1.1392449444932375,0.297029702970297,0.5764112791364333,451,17,114741;20926;195434;106248;67008;16619;16622;100041294;13648;16613;22183;27366;76976;69499;69942;66381;66167,76976;69499;69942;66381;66167
MULTI-ORGANISM PROCESS%GOBP%GO:0051704,0.3839318818084934,1.0143459478202486,0.43037974683544306,0.576993962965113,493,50,215257;229227;56744;102443351;436440;217304;73244;238393;195434;75801;19695;12484;26367;244202;14468;13088;116746;22446;239081;246729;69677;22445;331416;54448;54388;246084;78081;15122;13035;432867;219033;107970;100039065;100039030;16639;53973;170779;546272;100043216;18011;100042109;69165;627081;27084;667373;574437;27083;22441;20556;70691,215257;229227
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336,0.4583839750302787,0.9907550591494011,0.4358974358974359,0.6069854145149508,273,20,20706;72836;628900;22061;238393;271047;238395;93806;238568;246729;383548;20248;78242;18829;20726;20704;97848;20709;20707;21957,20706;72836;628900;22061;238393;271047;238395;93806;238568;246729;383548
CELLULAR MACROMOLECULE METABOLIC PROCESS%GOBP%GO:0044260,-0.4244688407587068,-1.022026334454498,0.4056603773584906,0.6088130069271915,989,33,237877;235682;114741;75763;98403;20926;72836;19054;75801;57775;50709;237300;114671;13035;219033;328780;74264;381944;240755;100502936;18011;109359;27366;13532;381196;71007;76976;66381;56550;50708;66167;66268;68195,66381;56550;50708;66167;66268;68195
CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0044249,-0.47492101920168306,-0.991363669174508,0.49557522123893805,0.612993194853831,502,15,237877;75894;114741;328099;20926;320997;11685;22239;320581;240755;70902;14381;66167;66268;107197,66167;66268;107197
CATABOLIC PROCESS%GOBP%GO:0009056,-0.45645201539382696,-1.033171402695804,0.4392523364485981,0.615638890087602,459,26,75894;60599;546849;13088;57775;235674;329993;214766;101488143;15122;627085;544763;631304;353371;219033;230890;72082;72303;216635;244595;381944;83996;13532;171210;56550;68195,171210;56550;68195
SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0044281,-0.47178411767351985,-1.0234420490311158,0.4444444444444444,0.6205571454583919,389,22,75894;328099;13088;12352;235674;11685;320581;394430;631304;237636;217698;69117;353371;328780;171281;72082;72303;13118;14381;105387;171210;107197,107197
MACROMOLECULE METABOLIC PROCESS%GOBP%GO:0043170,-0.38274648374971565,-0.9802484454672304,0.5258620689655172,0.6205901769392296,1286,51,237877;235682;114741;75763;98403;20926;72836;195434;106248;19054;75801;67008;57775;50709;237300;16619;436523;214766;114671;67373;237636;13035;16622;219033;328780;100041294;114228;74264;13648;16613;381944;100040208;22183;240755;100502936;83996;18011;109359;27366;13532;381196;71007;76976;69499;69942;66381;56550;50708;66167;66268;68195,66381;56550;50708;66167;66268;68195
PRIMARY METABOLIC PROCESS%GOBP%GO:0044238,-0.3676062886678093,-0.9945884669912303,0.4411764705882353,0.6206178646605005,1631,79,237877;235682;75894;229227;114741;75763;328099;98403;20926;72836;15497;195434;106248;19054;75801;67008;13088;57775;320997;50709;12352;235674;237300;11685;22239;320581;16619;436523;394430;214766;114671;67373;631304;237636;217698;13035;69117;16622;70861;219033;328780;171281;72082;100041294;114228;74264;13648;72303;13118;74854;15495;16613;244595;381944;100040208;22183;240755;100502936;70902;83996;18011;109359;27366;13532;381196;71007;14381;76976;105387;69499;69942;171210;66381;56550;50708;66167;66268;68195;107197,69942;171210;66381;56550;50708;66167;66268;68195;107197
ORGANIC SUBSTANCE BIOSYNTHETIC PROCESS%GOBP%GO:1901576,-0.4655030227529859,-1.0059074319514107,0.452991452991453,0.6271021106159033,533,19,237877;75894;114741;328099;20926;15497;320997;12352;11685;22239;320581;237636;15495;240755;70902;14381;66167;66268;107197,66167;66268;107197
ORGANIC SUBSTANCE METABOLIC PROCESS%GOBP%GO:0071704,-0.36700074058466503,-1.0347960677475498,0.3821138211382114,0.6281603147783617,1722,82,237877;235682;75894;229227;114741;75763;328099;98403;20926;72836;15497;195434;106248;19054;75801;67008;13088;57775;320997;50709;12352;235674;237300;11685;22239;320581;16619;436523;394430;214766;114671;67373;631304;237636;217698;13035;100042295;69117;16622;70861;353371;219033;328780;171281;72082;100041294;114228;74264;13648;72303;13118;74854;15495;16613;244595;381944;100040208;22183;546049;240755;100502936;70902;83996;18011;109359;27366;13532;381196;71007;14381;76976;105387;69499;69942;171210;66381;56550;50708;66167;66268;68195;107197,69942;171210;66381;56550;50708;66167;66268;68195;107197
CELL CYCLE%GOBP%GO:0007049,-0.468604580454044,-1.054786475414868,0.3508771929824561,0.6307879860182108,315,26,237877;60599;195434;75801;57775;246735;22062;22446;22445;331416;74673;100039065;100039030;546272;20555;100043216;100042109;627081;27084;109359;381196;71007;574437;27083;22441;70691,70691
PROTEOLYSIS%GOBP%GO:0006508,-0.5030241648237797,-1.093140964996173,0.35294117647058826,0.6315066338327558,292,19,57775;16619;436523;214766;114671;67373;13035;16622;328780;114228;13648;16613;381944;100040208;83996;109359;13532;76976;56550,109359;13532;76976;56550
NEGATIVE REGULATION OF PROTEOLYSIS%GOBP%GO:0045861,0.47280978279221075,0.9754580443170787,0.4945054945054945,0.6324217200883855,82,15,20706;628900;238393;271047;238395;93806;238568;383548;20248;78242;20726;20704;97848;20709;20707,20706;628900;238393;271047;238395;93806;238568;383548
CELLULAR METABOLIC PROCESS%GOBP%GO:0044237,-0.3766742255283059,-0.9946839940984419,0.5,0.6345492206839465,1627,71,237877;235682;75894;60599;114741;75763;328099;98403;20926;72836;15497;195434;106248;19054;75801;13088;57775;320997;50709;235674;237300;11685;22239;320581;394430;101488143;114671;15122;544763;631304;217698;13035;100042295;69117;353371;219033;328780;171281;72082;100041294;74264;72303;13118;216635;74854;15495;381944;22183;546049;240755;100502936;70902;18011;109359;27366;13532;381196;71007;14381;76976;105387;69499;69942;171210;66381;56550;50708;66167;66268;68195;107197,69942;171210;66381;56550;50708;66167;66268;68195;107197
CELLULAR DEVELOPMENTAL PROCESS%GOBP%GO:0048869,-0.42253487693133157,-1.0815490671070385,0.36363636363636365,0.6396196543391015,943,63,229227;399568;12095;72836;319146;67102;624845;22061;195434;75801;12484;625029;243958;100041379;244234;18991;22062;22446;210108;546980;22239;218921;241514;545652;11924;22445;331416;54388;214766;15122;20755;20756;195208;435791;107970;100039065;100039030;20709;545649;105594;20763;546272;100043216;668208;18011;100042109;627081;68723;27084;20765;244810;654801;21957;545645;170639;94187;14381;574437;27083;22441;76976;353310;70691,70691
CELLULAR CATABOLIC PROCESS%GOBP%GO:0044248,-0.4818898384951765,-1.0371756398727987,0.39473684210526316,0.6400677285497869,405,19,75894;60599;13088;57775;235674;101488143;15122;544763;631304;353371;219033;72082;72303;216635;381944;13532;171210;56550;68195,171210;56550;68195
CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044085,-0.48421385821448815,-1.0573565486361536,0.3902439024390244,0.6428454297180833,578,23,60599;241950;56744;22061;195434;50709;22062;93711;22239;19428;54388;75471;69325;195208;107970;18011;109359;21957;243529;69499;353310;50708;107197,50708;107197
BIOSYNTHETIC PROCESS%GOBP%GO:0009058,-0.4655030227529859,-1.041872737322336,0.40336134453781514,0.6449117740707091,544,19,237877;75894;114741;328099;20926;15497;320997;12352;11685;22239;320581;237636;15495;240755;70902;14381;66167;66268;107197,66167;66268;107197
